name,path,row,lat,lon,lat_UL,lon_UL,lat_UR,lon_UR,lat_LL,lon_LL,lat_LR,lon_LR
193_89,193.000000,89.000000,-41.759593,-11.494453,-40.793000,-12.359000,-41.121000,-10.104000,-42.382000,-12.912000,-42.718000,-10.602000
192_89,192.000000,89.000000,-41.759593,-9.949389,-40.793000,-10.814000,-41.121000,-8.559000,-42.382000,-11.366000,-42.718000,-9.057000
191_89,191.000000,89.000000,-41.759593,-8.404324,-40.793000,-9.269000,-41.121000,-7.014000,-42.382000,-9.821000,-42.718000,-7.512000
190_89,190.000000,89.000000,-41.759593,-6.859260,-40.793000,-7.724000,-41.121000,-5.468000,-42.382000,-8.276000,-42.718000,-5.967000
189_89,189.000000,89.000000,-41.759593,-5.314196,-40.793000,-6.179000,-41.121000,-3.923000,-42.382000,-6.731000,-42.718000,-4.422000
188_89,188.000000,89.000000,-41.759593,-3.769131,-40.793000,-4.634000,-41.121000,-2.378000,-42.382000,-5.186000,-42.718000,-2.876000
187_89,187.000000,89.000000,-41.759593,-2.224067,-40.793000,-3.089000,-41.121000,-0.833000,-42.382000,-3.641000,-42.718000,-1.331000
186_89,186.000000,89.000000,-41.759593,-0.679002,-40.793000,-1.544000,-41.121000,0.712000,-42.382000,-2.096000,-42.718000,0.214000
185_89,185.000000,89.000000,-41.759593,0.866062,-40.793000,0.001000,-41.121000,2.257000,-42.382000,-0.551000,-42.718000,1.759000
184_89,184.000000,89.000000,-41.759593,2.411126,-40.793000,1.546000,-41.121000,3.802000,-42.382000,0.994000,-42.718000,3.304000
183_89,183.000000,89.000000,-41.759593,3.956191,-40.793000,3.091000,-41.121000,5.347000,-42.382000,2.539000,-42.718000,4.849000
182_89,182.000000,89.000000,-41.759593,5.501255,-40.793000,4.636000,-41.121000,6.892000,-42.382000,4.084000,-42.718000,6.394000
181_89,181.000000,89.000000,-41.759593,7.046320,-40.793000,6.181000,-41.121000,8.437000,-42.382000,5.629000,-42.718000,7.939000
180_89,180.000000,89.000000,-41.759593,8.591384,-40.793000,7.727000,-41.121000,9.982000,-42.382000,7.174000,-42.718000,9.484000
179_89,179.000000,89.000000,-41.759593,10.136448,-40.793000,9.272000,-41.121000,11.527000,-42.382000,8.719000,-42.718000,11.029000
178_89,178.000000,89.000000,-41.759593,11.681513,-40.793000,10.817000,-41.121000,13.072000,-42.382000,10.264000,-42.718000,12.574000
177_89,177.000000,89.000000,-41.759593,13.226577,-40.793000,12.362000,-41.121000,14.617000,-42.382000,11.810000,-42.718000,14.119000
176_89,176.000000,89.000000,-41.759593,14.771641,-40.793000,13.907000,-41.121000,16.162000,-42.382000,13.355000,-42.718000,15.664000
175_89,175.000000,89.000000,-41.759593,16.316706,-40.793000,15.452000,-41.121000,17.707000,-42.382000,14.900000,-42.718000,17.209000
174_89,174.000000,89.000000,-41.759593,17.861770,-40.793000,16.997000,-41.121000,19.253000,-42.382000,16.445000,-42.718000,18.754000
173_89,173.000000,89.000000,-41.759593,19.406835,-40.793000,18.542000,-41.121000,20.798000,-42.382000,17.990000,-42.718000,20.300000
172_89,172.000000,89.000000,-41.759593,20.951899,-40.793000,20.087000,-41.121000,22.343000,-42.382000,19.535000,-42.718000,21.845000
171_89,171.000000,89.000000,-41.759593,22.496963,-40.793000,21.632000,-41.121000,23.888000,-42.382000,21.080000,-42.718000,23.390000
170_89,170.000000,89.000000,-41.759593,24.042028,-40.793000,23.177000,-41.121000,25.433000,-42.382000,22.625000,-42.718000,24.935000
169_89,169.000000,89.000000,-41.759593,25.587092,-40.793000,24.722000,-41.121000,26.978000,-42.382000,24.170000,-42.718000,26.480000
168_89,168.000000,89.000000,-41.759593,27.132156,-40.793000,26.267000,-41.121000,28.523000,-42.382000,25.715000,-42.718000,28.025000
167_89,167.000000,89.000000,-41.759593,28.677221,-40.793000,27.812000,-41.121000,30.068000,-42.382000,27.260000,-42.718000,29.570000
166_89,166.000000,89.000000,-41.759593,30.222285,-40.793000,29.357000,-41.121000,31.613000,-42.382000,28.805000,-42.718000,31.115000
165_89,165.000000,89.000000,-41.759593,31.767350,-40.793000,30.902000,-41.121000,33.158000,-42.382000,30.350000,-42.718000,32.660000
164_89,164.000000,89.000000,-41.759593,33.312414,-40.793000,32.448000,-41.121000,34.703000,-42.382000,31.895000,-42.718000,34.205000
163_89,163.000000,89.000000,-41.759593,34.857478,-40.793000,33.993000,-41.121000,36.248000,-42.382000,33.440000,-42.718000,35.750000
162_89,162.000000,89.000000,-41.759593,36.402543,-40.793000,35.538000,-41.121000,37.793000,-42.382000,34.985000,-42.718000,37.295000
161_89,161.000000,89.000000,-41.759593,37.947607,-40.793000,37.083000,-41.121000,39.338000,-42.382000,36.531000,-42.718000,38.840000
160_89,160.000000,89.000000,-41.759593,39.492671,-40.793000,38.628000,-41.121000,40.883000,-42.382000,38.076000,-42.718000,40.385000
159_89,159.000000,89.000000,-41.759593,41.037736,-40.793000,40.173000,-41.121000,42.429000,-42.382000,39.621000,-42.718000,41.930000
158_89,158.000000,89.000000,-41.759593,42.582800,-40.793000,41.718000,-41.121000,43.974000,-42.382000,41.166000,-42.718000,43.475000
157_89,157.000000,89.000000,-41.759593,44.127865,-40.793000,43.263000,-41.121000,45.519000,-42.382000,42.711000,-42.718000,45.021000
156_89,156.000000,89.000000,-41.759593,45.672929,-40.793000,44.808000,-41.121000,47.064000,-42.382000,44.256000,-42.718000,46.566000
155_89,155.000000,89.000000,-41.759593,47.217993,-40.793000,46.353000,-41.121000,48.609000,-42.382000,45.801000,-42.718000,48.111000
154_89,154.000000,89.000000,-41.759593,48.763058,-40.793000,47.898000,-41.121000,50.154000,-42.382000,47.346000,-42.718000,49.656000
153_89,153.000000,89.000000,-41.759593,50.308122,-40.793000,49.443000,-41.121000,51.699000,-42.382000,48.891000,-42.718000,51.201000
152_89,152.000000,89.000000,-41.759593,51.853186,-40.793000,50.988000,-41.121000,53.244000,-42.382000,50.436000,-42.718000,52.746000
151_89,151.000000,89.000000,-41.759593,53.398251,-40.793000,52.533000,-41.121000,54.789000,-42.382000,51.981000,-42.718000,54.291000
150_89,150.000000,89.000000,-41.759593,54.943315,-40.793000,54.078000,-41.121000,56.334000,-42.382000,53.526000,-42.718000,55.836000
149_89,149.000000,89.000000,-41.759593,56.488380,-40.793000,55.624000,-41.121000,57.879000,-42.382000,55.071000,-42.718000,57.381000
148_89,148.000000,89.000000,-41.759593,58.033444,-40.793000,57.169000,-41.121000,59.424000,-42.382000,56.616000,-42.718000,58.926000
147_89,147.000000,89.000000,-41.759593,59.578508,-40.793000,58.714000,-41.121000,60.969000,-42.382000,58.161000,-42.718000,60.471000
146_89,146.000000,89.000000,-41.759593,61.123573,-40.793000,60.259000,-41.121000,62.514000,-42.382000,59.707000,-42.718000,62.016000
145_89,145.000000,89.000000,-41.759593,62.668637,-40.793000,61.804000,-41.121000,64.059000,-42.382000,61.252000,-42.718000,63.561000
144_89,144.000000,89.000000,-41.759593,64.213701,-40.793000,63.349000,-41.121000,65.604000,-42.382000,62.797000,-42.718000,65.106000
143_89,143.000000,89.000000,-41.759593,65.758766,-40.793000,64.894000,-41.121000,67.150000,-42.382000,64.342000,-42.718000,66.651000
142_89,142.000000,89.000000,-41.759593,67.303830,-40.793000,66.439000,-41.121000,68.695000,-42.382000,65.887000,-42.718000,68.197000
141_89,141.000000,89.000000,-41.759593,68.848895,-40.793000,67.984000,-41.121000,70.240000,-42.382000,67.432000,-42.718000,69.742000
140_89,140.000000,89.000000,-41.759593,70.393959,-40.793000,69.529000,-41.121000,71.785000,-42.382000,68.977000,-42.718000,71.287000
139_89,139.000000,89.000000,-41.759593,71.939023,-40.793000,71.074000,-41.121000,73.330000,-42.382000,70.522000,-42.718000,72.832000
138_89,138.000000,89.000000,-41.759593,73.484088,-40.793000,72.619000,-41.121000,74.875000,-42.382000,72.067000,-42.718000,74.377000
137_89,137.000000,89.000000,-41.759593,75.029152,-40.793000,74.164000,-41.121000,76.420000,-42.382000,73.612000,-42.718000,75.922000
136_89,136.000000,89.000000,-41.759593,76.574217,-40.793000,75.709000,-41.121000,77.965000,-42.382000,75.157000,-42.718000,77.467000
135_89,135.000000,89.000000,-41.759593,78.119281,-40.793000,77.254000,-41.121000,79.510000,-42.382000,76.702000,-42.718000,79.012000
134_89,134.000000,89.000000,-41.759593,79.664345,-40.793000,78.799000,-41.121000,81.055000,-42.382000,78.247000,-42.718000,80.557000
133_89,133.000000,89.000000,-41.759593,81.209410,-40.793000,80.345000,-41.121000,82.600000,-42.382000,79.792000,-42.718000,82.102000
132_89,132.000000,89.000000,-41.759593,82.754474,-40.793000,81.890000,-41.121000,84.145000,-42.382000,81.337000,-42.718000,83.647000
131_89,131.000000,89.000000,-41.759593,84.299538,-40.793000,83.435000,-41.121000,85.690000,-42.382000,82.882000,-42.718000,85.192000
130_89,130.000000,89.000000,-41.759593,85.844603,-40.793000,84.980000,-41.121000,87.235000,-42.382000,84.428000,-42.718000,86.737000
129_89,129.000000,89.000000,-41.759593,87.389667,-40.793000,86.525000,-41.121000,88.780000,-42.382000,85.973000,-42.718000,88.282000
128_89,128.000000,89.000000,-41.759593,88.934732,-40.793000,88.070000,-41.121000,90.326000,-42.382000,87.518000,-42.718000,89.827000
127_89,127.000000,89.000000,-41.759593,90.479796,-40.793000,89.615000,-41.121000,91.871000,-42.382000,89.063000,-42.718000,91.372000
126_89,126.000000,89.000000,-41.759593,92.024860,-40.793000,91.160000,-41.121000,93.416000,-42.382000,90.608000,-42.718000,92.918000
125_89,125.000000,89.000000,-41.759593,93.569925,-40.793000,92.705000,-41.121000,94.961000,-42.382000,92.153000,-42.718000,94.463000
124_89,124.000000,89.000000,-41.759593,95.114989,-40.793000,94.250000,-41.121000,96.506000,-42.382000,93.698000,-42.718000,96.008000
123_89,123.000000,89.000000,-41.759593,96.660053,-40.793000,95.795000,-41.121000,98.051000,-42.382000,95.243000,-42.718000,97.553000
122_89,122.000000,89.000000,-41.759593,98.205118,-40.793000,97.340000,-41.121000,99.596000,-42.382000,96.788000,-42.718000,99.098000
121_89,121.000000,89.000000,-41.759593,99.750182,-40.793000,98.885000,-41.121000,101.141000,-42.382000,98.333000,-42.718000,100.643000
120_89,120.000000,89.000000,-41.759593,101.295247,-40.793000,100.430000,-41.121000,102.686000,-42.382000,99.878000,-42.718000,102.188000
119_89,119.000000,89.000000,-41.759593,102.840311,-40.793000,101.975000,-41.121000,104.231000,-42.382000,101.423000,-42.718000,103.733000
118_89,118.000000,89.000000,-41.759593,104.385375,-40.793000,103.521000,-41.121000,105.776000,-42.382000,102.968000,-42.718000,105.278000
117_89,117.000000,89.000000,-41.759593,105.930440,-40.793000,105.066000,-41.121000,107.321000,-42.382000,104.513000,-42.718000,106.823000
116_89,116.000000,89.000000,-41.759593,107.475504,-40.793000,106.611000,-41.121000,108.866000,-42.382000,106.058000,-42.718000,108.368000
115_89,115.000000,89.000000,-41.759593,109.020568,-40.793000,108.156000,-41.121000,110.411000,-42.382000,107.604000,-42.718000,109.913000
114_89,114.000000,89.000000,-41.759593,110.565633,-40.793000,109.701000,-41.121000,111.956000,-42.382000,109.149000,-42.718000,111.458000
113_89,113.000000,89.000000,-41.759593,112.110697,-40.793000,111.246000,-41.121000,113.501000,-42.382000,110.694000,-42.718000,113.003000
112_89,112.000000,89.000000,-41.759593,113.655762,-40.793000,112.791000,-41.121000,115.047000,-42.382000,112.239000,-42.718000,114.548000
111_89,111.000000,89.000000,-41.759593,115.200826,-40.793000,114.336000,-41.121000,116.592000,-42.382000,113.784000,-42.718000,116.094000
110_89,110.000000,89.000000,-41.759593,116.745890,-40.793000,115.881000,-41.121000,118.137000,-42.382000,115.329000,-42.718000,117.639000
109_89,109.000000,89.000000,-41.759593,118.290955,-40.793000,117.426000,-41.121000,119.682000,-42.382000,116.874000,-42.718000,119.184000
108_89,108.000000,89.000000,-41.759593,119.836019,-40.793000,118.971000,-41.121000,121.227000,-42.382000,118.419000,-42.718000,120.729000
107_89,107.000000,89.000000,-41.759593,121.381083,-40.793000,120.516000,-41.121000,122.772000,-42.382000,119.964000,-42.718000,122.274000
106_89,106.000000,89.000000,-41.759593,122.926148,-40.793000,122.061000,-41.121000,124.317000,-42.382000,121.509000,-42.718000,123.819000
105_89,105.000000,89.000000,-41.759593,124.471212,-40.793000,123.606000,-41.121000,125.862000,-42.382000,123.054000,-42.718000,125.364000
104_89,104.000000,89.000000,-41.759593,126.016277,-40.793000,125.151000,-41.121000,127.407000,-42.382000,124.599000,-42.718000,126.909000
103_89,103.000000,89.000000,-41.759593,127.561341,-40.793000,126.696000,-41.121000,128.952000,-42.382000,126.144000,-42.718000,128.454000
102_89,102.000000,89.000000,-41.759593,129.106405,-40.793000,128.242000,-41.121000,130.497000,-42.382000,127.689000,-42.718000,129.999000
101_89,101.000000,89.000000,-41.759593,130.651470,-40.793000,129.787000,-41.121000,132.042000,-42.382000,129.234000,-42.718000,131.544000
100_89,100.000000,89.000000,-41.759593,132.196534,-40.793000,131.332000,-41.121000,133.587000,-42.382000,130.779000,-42.718000,133.089000
99_89,99.000000,89.000000,-41.759593,133.741598,-40.793000,132.877000,-41.121000,135.132000,-42.382000,132.325000,-42.718000,134.634000
98_89,98.000000,89.000000,-41.759593,135.286663,-40.793000,134.422000,-41.121000,136.677000,-42.382000,133.870000,-42.718000,136.179000
97_89,97.000000,89.000000,-41.759593,136.831727,-40.793000,135.967000,-41.121000,138.223000,-42.382000,135.415000,-42.718000,137.724000
96_89,96.000000,89.000000,-41.759593,138.376792,-40.793000,137.512000,-41.121000,139.768000,-42.382000,136.960000,-42.718000,139.269000
95_89,95.000000,89.000000,-41.759593,139.921856,-40.793000,139.057000,-41.121000,141.313000,-42.382000,138.505000,-42.718000,140.815000
94_89,94.000000,89.000000,-41.759593,141.466920,-40.793000,140.602000,-41.121000,142.858000,-42.382000,140.050000,-42.718000,142.360000
93_89,93.000000,89.000000,-41.759593,143.011985,-40.793000,142.147000,-41.121000,144.403000,-42.382000,141.595000,-42.718000,143.905000
92_89,92.000000,89.000000,-41.759593,144.557049,-40.793000,143.692000,-41.121000,145.948000,-42.382000,143.140000,-42.718000,145.450000
91_89,91.000000,89.000000,-41.759593,146.102114,-40.793000,145.237000,-41.121000,147.493000,-42.382000,144.685000,-42.718000,146.995000
90_89,90.000000,89.000000,-41.759593,147.647178,-40.793000,146.782000,-41.121000,149.038000,-42.382000,146.230000,-42.718000,148.540000
89_89,89.000000,89.000000,-41.759593,149.192242,-40.793000,148.327000,-41.121000,150.583000,-42.382000,147.775000,-42.718000,150.085000
88_89,88.000000,89.000000,-41.759593,150.737307,-40.793000,149.872000,-41.121000,152.128000,-42.382000,149.320000,-42.718000,151.630000
87_89,87.000000,89.000000,-41.759593,152.282371,-40.793000,151.418000,-41.121000,153.673000,-42.382000,150.865000,-42.718000,153.175000
86_89,86.000000,89.000000,-41.759593,153.827435,-40.793000,152.963000,-41.121000,155.218000,-42.382000,152.410000,-42.718000,154.720000
85_89,85.000000,89.000000,-41.759593,155.372500,-40.793000,154.508000,-41.121000,156.763000,-42.382000,153.955000,-42.718000,156.265000
84_89,84.000000,89.000000,-41.759593,156.917564,-40.793000,156.053000,-41.121000,158.308000,-42.382000,155.500000,-42.718000,157.810000
83_89,83.000000,89.000000,-41.759593,158.462629,-40.793000,157.598000,-41.121000,159.853000,-42.382000,157.046000,-42.718000,159.355000
82_89,82.000000,89.000000,-41.759593,160.007693,-40.793000,159.143000,-41.121000,161.398000,-42.382000,158.591000,-42.718000,160.900000
81_89,81.000000,89.000000,-41.759593,161.552757,-40.793000,160.688000,-41.121000,162.944000,-42.382000,160.136000,-42.718000,162.445000
80_89,80.000000,89.000000,-41.759593,163.097822,-40.793000,162.233000,-41.121000,164.489000,-42.382000,161.681000,-42.718000,163.991000
79_89,79.000000,89.000000,-41.759593,164.642886,-40.793000,163.778000,-41.121000,166.034000,-42.382000,163.226000,-42.718000,165.536000
78_89,78.000000,89.000000,-41.759593,166.187950,-40.793000,165.323000,-41.121000,167.579000,-42.382000,164.771000,-42.718000,167.081000
77_89,77.000000,89.000000,-41.759593,167.733015,-40.793000,166.868000,-41.121000,169.124000,-42.382000,166.316000,-42.718000,168.626000
76_89,76.000000,89.000000,-41.759593,169.278079,-40.793000,168.413000,-41.121000,170.669000,-42.382000,167.861000,-42.718000,170.171000
75_89,75.000000,89.000000,-41.759593,170.823144,-40.793000,169.958000,-41.121000,172.214000,-42.382000,169.406000,-42.718000,171.716000
74_89,74.000000,89.000000,-41.759593,172.368208,-40.793000,171.503000,-41.121000,173.759000,-42.382000,170.951000,-42.718000,173.261000
73_89,73.000000,89.000000,-41.759593,173.913272,-40.793000,173.048000,-41.121000,175.304000,-42.382000,172.496000,-42.718000,174.806000
72_89,72.000000,89.000000,-41.759593,175.458337,-40.793000,174.593000,-41.121000,176.849000,-42.382000,174.041000,-42.718000,176.351000
71_89,71.000000,89.000000,-41.759593,177.003401,-40.793000,176.139000,-41.121000,178.394000,-42.382000,175.586000,-42.718000,177.896000
70_89,70.000000,89.000000,-41.759593,178.548465,-40.793000,177.684000,-41.121000,179.939000,-42.382000,177.131000,-42.718000,179.441000
68_88,68.000000,88.000000,-40.332741,-177.899320,-39.369000,-178.749000,-39.690000,-176.541000,-40.960000,-179.282000,-41.289000,-177.023000
67_88,67.000000,88.000000,-40.332741,-176.354260,-39.369000,-177.204000,-39.690000,-174.996000,-40.960000,-177.737000,-41.289000,-175.478000
66_88,66.000000,88.000000,-40.332741,-174.809190,-39.369000,-175.659000,-39.690000,-173.451000,-40.960000,-176.192000,-41.289000,-173.933000
65_88,65.000000,88.000000,-40.332741,-173.264130,-39.369000,-174.114000,-39.690000,-171.906000,-40.960000,-174.647000,-41.289000,-172.388000
64_88,64.000000,88.000000,-40.332741,-171.719060,-39.369000,-172.569000,-39.690000,-170.360000,-40.960000,-173.102000,-41.289000,-170.843000
63_88,63.000000,88.000000,-40.332741,-170.174000,-39.369000,-171.024000,-39.690000,-168.815000,-40.960000,-171.557000,-41.289000,-169.298000
62_88,62.000000,88.000000,-40.332741,-168.628940,-39.369000,-169.479000,-39.690000,-167.270000,-40.960000,-170.012000,-41.289000,-167.753000
61_88,61.000000,88.000000,-40.332741,-167.083870,-39.369000,-167.934000,-39.690000,-165.725000,-40.960000,-168.467000,-41.289000,-166.208000
60_88,60.000000,88.000000,-40.332741,-165.538810,-39.369000,-166.389000,-39.690000,-164.180000,-40.960000,-166.922000,-41.289000,-164.663000
59_88,59.000000,88.000000,-40.332741,-163.993740,-39.369000,-164.844000,-39.690000,-162.635000,-40.960000,-165.377000,-41.289000,-163.118000
58_88,58.000000,88.000000,-40.332741,-162.448680,-39.369000,-163.299000,-39.690000,-161.090000,-40.960000,-163.832000,-41.289000,-161.573000
57_88,57.000000,88.000000,-40.332741,-160.903610,-39.369000,-161.754000,-39.690000,-159.545000,-40.960000,-162.287000,-41.289000,-160.027000
56_88,56.000000,88.000000,-40.332741,-159.358550,-39.369000,-160.209000,-39.690000,-158.000000,-40.960000,-160.742000,-41.289000,-158.482000
55_88,55.000000,88.000000,-40.332741,-157.813490,-39.369000,-158.664000,-39.690000,-156.455000,-40.960000,-159.197000,-41.289000,-156.937000
54_88,54.000000,88.000000,-40.332741,-156.268420,-39.369000,-157.119000,-39.690000,-154.910000,-40.960000,-157.652000,-41.289000,-155.392000
53_88,53.000000,88.000000,-40.332741,-154.723360,-39.369000,-155.574000,-39.690000,-153.365000,-40.960000,-156.107000,-41.289000,-153.847000
52_88,52.000000,88.000000,-40.332741,-153.178290,-39.369000,-154.028000,-39.690000,-151.820000,-40.960000,-154.561000,-41.289000,-152.302000
51_88,51.000000,88.000000,-40.332741,-151.633230,-39.369000,-152.483000,-39.690000,-150.275000,-40.960000,-153.016000,-41.289000,-150.757000
50_88,50.000000,88.000000,-40.332741,-150.088160,-39.369000,-150.938000,-39.690000,-148.730000,-40.960000,-151.471000,-41.289000,-149.212000
49_88,49.000000,88.000000,-40.332741,-148.543100,-39.369000,-149.393000,-39.690000,-147.184000,-40.960000,-149.926000,-41.289000,-147.667000
48_88,48.000000,88.000000,-40.332741,-146.998030,-39.369000,-147.848000,-39.690000,-145.639000,-40.960000,-148.381000,-41.289000,-146.122000
47_88,47.000000,88.000000,-40.332741,-145.452970,-39.369000,-146.303000,-39.690000,-144.094000,-40.960000,-146.836000,-41.289000,-144.577000
46_88,46.000000,88.000000,-40.332741,-143.907910,-39.369000,-144.758000,-39.690000,-142.549000,-40.960000,-145.291000,-41.289000,-143.032000
45_88,45.000000,88.000000,-40.332741,-142.362840,-39.369000,-143.213000,-39.690000,-141.004000,-40.960000,-143.746000,-41.289000,-141.487000
44_88,44.000000,88.000000,-40.332741,-140.817780,-39.369000,-141.668000,-39.690000,-139.459000,-40.960000,-142.201000,-41.289000,-139.942000
43_88,43.000000,88.000000,-40.332741,-139.272710,-39.369000,-140.123000,-39.690000,-137.914000,-40.960000,-140.656000,-41.289000,-138.397000
42_88,42.000000,88.000000,-40.332741,-137.727650,-39.369000,-138.578000,-39.690000,-136.369000,-40.960000,-139.111000,-41.289000,-136.852000
41_88,41.000000,88.000000,-40.332741,-136.182580,-39.369000,-137.033000,-39.690000,-134.824000,-40.960000,-137.566000,-41.289000,-135.306000
40_88,40.000000,88.000000,-40.332741,-134.637520,-39.369000,-135.488000,-39.690000,-133.279000,-40.960000,-136.021000,-41.289000,-133.761000
39_88,39.000000,88.000000,-40.332741,-133.092460,-39.369000,-133.943000,-39.690000,-131.734000,-40.960000,-134.476000,-41.289000,-132.216000
38_88,38.000000,88.000000,-40.332741,-131.547390,-39.369000,-132.398000,-39.690000,-130.189000,-40.960000,-132.931000,-41.289000,-130.671000
37_88,37.000000,88.000000,-40.332741,-130.002330,-39.369000,-130.853000,-39.690000,-128.644000,-40.960000,-131.385000,-41.289000,-129.126000
36_88,36.000000,88.000000,-40.332741,-128.457260,-39.369000,-129.307000,-39.690000,-127.099000,-40.960000,-129.840000,-41.289000,-127.581000
35_88,35.000000,88.000000,-40.332741,-126.912200,-39.369000,-127.762000,-39.690000,-125.554000,-40.960000,-128.295000,-41.289000,-126.036000
34_88,34.000000,88.000000,-40.332741,-125.367130,-39.369000,-126.217000,-39.690000,-124.009000,-40.960000,-126.750000,-41.289000,-124.491000
33_88,33.000000,88.000000,-40.332741,-123.822070,-39.369000,-124.672000,-39.690000,-122.463000,-40.960000,-125.205000,-41.289000,-122.946000
32_88,32.000000,88.000000,-40.332741,-122.277000,-39.369000,-123.127000,-39.690000,-120.918000,-40.960000,-123.660000,-41.289000,-121.401000
31_88,31.000000,88.000000,-40.332741,-120.731940,-39.369000,-121.582000,-39.690000,-119.373000,-40.960000,-122.115000,-41.289000,-119.856000
30_88,30.000000,88.000000,-40.332741,-119.186880,-39.369000,-120.037000,-39.690000,-117.828000,-40.960000,-120.570000,-41.289000,-118.311000
29_88,29.000000,88.000000,-40.332741,-117.641810,-39.369000,-118.492000,-39.690000,-116.283000,-40.960000,-119.025000,-41.289000,-116.766000
28_88,28.000000,88.000000,-40.332741,-116.096750,-39.369000,-116.947000,-39.690000,-114.738000,-40.960000,-117.480000,-41.289000,-115.221000
27_88,27.000000,88.000000,-40.332741,-114.551680,-39.369000,-115.402000,-39.690000,-113.193000,-40.960000,-115.935000,-41.289000,-113.676000
26_88,26.000000,88.000000,-40.332741,-113.006620,-39.369000,-113.857000,-39.690000,-111.648000,-40.960000,-114.390000,-41.289000,-112.131000
25_88,25.000000,88.000000,-40.332741,-111.461550,-39.369000,-112.312000,-39.690000,-110.103000,-40.960000,-112.845000,-41.289000,-110.585000
24_88,24.000000,88.000000,-40.332741,-109.916490,-39.369000,-110.767000,-39.690000,-108.558000,-40.960000,-111.300000,-41.289000,-109.040000
23_88,23.000000,88.000000,-40.332741,-108.371430,-39.369000,-109.222000,-39.690000,-107.013000,-40.960000,-109.755000,-41.289000,-107.495000
22_88,22.000000,88.000000,-40.332741,-106.826360,-39.369000,-107.677000,-39.690000,-105.468000,-40.960000,-108.210000,-41.289000,-105.950000
21_88,21.000000,88.000000,-40.332741,-105.281300,-39.369000,-106.131000,-39.690000,-103.923000,-40.960000,-106.664000,-41.289000,-104.405000
20_88,20.000000,88.000000,-40.332741,-103.736230,-39.369000,-104.586000,-39.690000,-102.378000,-40.960000,-105.119000,-41.289000,-102.860000
19_88,19.000000,88.000000,-40.332741,-102.191170,-39.369000,-103.041000,-39.690000,-100.833000,-40.960000,-103.574000,-41.289000,-101.315000
18_88,18.000000,88.000000,-40.332741,-100.646100,-39.369000,-101.496000,-39.690000,-99.287000,-40.960000,-102.029000,-41.289000,-99.770000
17_88,17.000000,88.000000,-40.332741,-99.101038,-39.369000,-99.951000,-39.690000,-97.742000,-40.960000,-100.484000,-41.289000,-98.225000
16_88,16.000000,88.000000,-40.332741,-97.555974,-39.369000,-98.406000,-39.690000,-96.197000,-40.960000,-98.939000,-41.289000,-96.680000
15_88,15.000000,88.000000,-40.332741,-96.010910,-39.369000,-96.861000,-39.690000,-94.652000,-40.960000,-97.394000,-41.289000,-95.135000
14_88,14.000000,88.000000,-40.332741,-94.465845,-39.369000,-95.316000,-39.690000,-93.107000,-40.960000,-95.849000,-41.289000,-93.590000
13_88,13.000000,88.000000,-40.332741,-92.920781,-39.369000,-93.771000,-39.690000,-91.562000,-40.960000,-94.304000,-41.289000,-92.045000
12_88,12.000000,88.000000,-40.332741,-91.375716,-39.369000,-92.226000,-39.690000,-90.017000,-40.960000,-92.759000,-41.289000,-90.500000
11_88,11.000000,88.000000,-40.332741,-89.830652,-39.369000,-90.681000,-39.690000,-88.472000,-40.960000,-91.214000,-41.289000,-88.955000
10_88,10.000000,88.000000,-40.332741,-88.285588,-39.369000,-89.136000,-39.690000,-86.927000,-40.960000,-89.669000,-41.289000,-87.409000
9_88,9.000000,88.000000,-40.332741,-86.740523,-39.369000,-87.591000,-39.690000,-85.382000,-40.960000,-88.124000,-41.289000,-85.864000
8_88,8.000000,88.000000,-40.332741,-85.195459,-39.369000,-86.046000,-39.690000,-83.837000,-40.960000,-86.579000,-41.289000,-84.319000
7_88,7.000000,88.000000,-40.332741,-83.650395,-39.369000,-84.501000,-39.690000,-82.292000,-40.960000,-85.034000,-41.289000,-82.774000
6_88,6.000000,88.000000,-40.332741,-82.105330,-39.369000,-82.956000,-39.690000,-80.747000,-40.960000,-83.488000,-41.289000,-81.229000
5_88,5.000000,88.000000,-40.332741,-80.560266,-39.369000,-81.410000,-39.690000,-79.202000,-40.960000,-81.943000,-41.289000,-79.684000
4_88,4.000000,88.000000,-40.332741,-79.015201,-39.369000,-79.865000,-39.690000,-77.657000,-40.960000,-80.398000,-41.289000,-78.139000
3_88,3.000000,88.000000,-40.332741,-77.470137,-39.369000,-78.320000,-39.690000,-76.112000,-40.960000,-78.853000,-41.289000,-76.594000
2_88,2.000000,88.000000,-40.332741,-75.925073,-39.369000,-76.775000,-39.690000,-74.566000,-40.960000,-77.308000,-41.289000,-75.049000
1_88,1.000000,88.000000,-40.332741,-74.380008,-39.369000,-75.230000,-39.690000,-73.021000,-40.960000,-75.763000,-41.289000,-73.504000
233_88,233.000000,88.000000,-40.332741,-72.834944,-39.369000,-73.685000,-39.690000,-71.476000,-40.960000,-74.218000,-41.289000,-71.959000
232_88,232.000000,88.000000,-40.332741,-71.289880,-39.369000,-72.140000,-39.690000,-69.931000,-40.960000,-72.673000,-41.289000,-70.414000
231_88,231.000000,88.000000,-40.332741,-69.744815,-39.369000,-70.595000,-39.690000,-68.386000,-40.960000,-71.128000,-41.289000,-68.869000
230_88,230.000000,88.000000,-40.332741,-68.199751,-39.369000,-69.050000,-39.690000,-66.841000,-40.960000,-69.583000,-41.289000,-67.324000
